employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure_in_months,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
6562546,59,Male,27,Education,5203,Fair,High,Average,0,No,74,PhD,Married,4,Entry,Medium,54.0,No,No,No,Poor,,Stayed
5100815,24,Female,11,Media,10683,Fair,Medium,Average,0,No,75,Associate Degree,Single,0,Mid,Small,40.0,Yes,No,No,Fair,,Stayed
11590743,59,Female,21,Healthcare,3681,Fair,High,High,0,Yes,75,Associate Degree,Divorced,3,Entry,Medium,54.0,No,No,No,Good,,Left
9238660,34,Male,19,Education,3681,Fair,Medium,High,1,Yes,75,High School,Divorced,2,Entry,Medium,93.0,Yes,No,No,Good,,Stayed
8543075,24,Female,1,Finance,8262,Excellent,High,High,0,Yes,35,Associate Degree,Divorced,0,Mid,Medium,51.0,Yes,No,No,Good,,Stayed
15691865,48,Female,4,Education,3681,Fair,Very High,Average,2,Yes,75,High School,Married,1,Entry,Medium,41.0,No,No,No,Excellent,Yes,Stayed
13971729,59,Male,1,Education,3681,Excellent,High,High,3,Yes,58,Bachelor's Degree,Married,1,Entry,Medium,21.0,Yes,No,No,Fair,,Stayed
4508686,51,Female,15,Education,7441,Excellent,Medium,High,1,Yes,75,High School,Married,3,Mid,Large,78.0,No,No,No,Good,Yes,Stayed
12745556,57,Male,27,Healthcare,3681,Fair,High,High,2,Yes,46,Associate Degree,Divorced,2,Mid,Medium,32.0,No,No,No,Fair,,Stayed
9782795,41,Male,4,Education,8228,Good,Medium,High,0,No,44,Bachelor's Degree,Married,4,Mid,Medium,62.0,No,No,No,Fair,,Stayed
6377733,43,Female,30,Education,3681,Poor,High,Low,0,Yes,65,High School,Single,0,Entry,Large,93.0,No,No,No,Fair,,Stayed
16258406,26,Male,20,Education,3681,Fair,High,Average,0,No,11,High School,Divorced,0,Entry,Medium,33.0,No,No,No,Excellent,,Left
2905978,59,Male,26,Healthcare,3681,Excellent,Very High,High,0,No,72,Bachelor's Degree,,2,Entry,Medium,21.0,No,No,Yes,Excellent,,Stayed
6174107,58,Male,1,Education,11223,Excellent,High,High,1,Yes,42,Bachelor's Degree,Married,4,Mid,Medium,,No,No,Yes,Fair,,Stayed
511313,59,Female,1,Education,3681,Good,High,High,0,No,75,High School,Married,1,Entry,Large,34.0,No,No,No,Fair,,Stayed
16025527,59,Male,26,Finance,6186,Poor,High,Average,0,Yes,36,Bachelor's Degree,Married,1,Mid,Small,47.0,No,No,No,Fair,,Left
14094105,32,Female,14,Education,3681,Good,Medium,Average,0,No,69,Master's Degree,,3,Entry,Small,34.0,No,No,Yes,Excellent,,Left
7749717,24,Female,44,Healthcare,3681,Poor,High,Average,0,No,75,High School,Married,0,Entry,Medium,46.0,Yes,No,No,Fair,Yes,Left
2775002,37,Female,44,Healthcare,3681,Fair,High,High,0,Yes,75,Associate Degree,Married,3,Entry,Medium,21.0,,No,No,Fair,,Stayed
13307638,29,Female,14,Technology,3681,Good,Very High,High,1,No,48,Associate Degree,Married,0,Mid,Large,85.0,No,No,No,Fair,,Stayed
2258405,46,Male,7,Finance,3681,Good,Medium,High,0,No,54,Master's Degree,Married,4,Mid,Medium,52.0,No,No,No,Good,,Left
2071465,59,Male,27,Media,3681,Poor,High,Low,0,Yes,75,PhD,,0,Mid,Medium,,No,No,No,Excellent,Yes,Stayed
12214765,59,Male,1,Education,3681,Good,High,High,1,No,11,Associate Degree,Divorced,2,Mid,Medium,21.0,No,No,No,Fair,,Left
7831540,43,Female,13,Technology,3681,Good,High,High,0,No,5,Bachelor's Degree,Single,0,Entry,Large,23.0,No,No,No,Fair,,Left
5679470,59,Female,2,Education,3681,Good,High,Average,3,Yes,12,High School,,2,Mid,Medium,93.0,No,No,No,Excellent,,Stayed
806254,24,Female,13,Education,7730,Fair,Very High,High,2,No,38,High School,Married,3,Entry,Medium,60.0,No,No,No,Good,,Left
2285242,45,Male,8,Finance,3681,Excellent,High,Below Aver,3,No,5,Bachelor's Degree,Married,0,Entry,Medium,83.0,,No,Yes,Poor,,Stayed
15278759,59,Male,10,Healthcare,10430,Fair,Medium,Average,3,No,32,PhD,Married,4,Mid,Medium,47.0,No,No,No,Fair,,Left
11493466,38,Female,28,Technology,9460,Good,High,Average,2,No,20,High School,Single,3,Entry,Small,59.0,No,No,No,Fair,,Stayed
4788288,59,Male,21,Technology,4926,Good,High,Average,0,No,5,Master's Degree,Divorced,4,Entry,Medium,24.0,No,No,No,Poor,Yes,Left
13336445,29,Female,1,Education,3681,Fair,Medium,Below Aver,1,No,9,High School,Married,3,Mid,Medium,21.0,,No,No,Excellent,,Left
6572232,24,Female,16,Media,3681,Good,Medium,Average,3,Yes,64,Master's Degree,Married,0,Mid,Medium,,No,No,No,Good,,Stayed
7389112,59,Male,1,Education,10882,Poor,High,Below Aver,0,Yes,75,Master's Degree,Married,1,Mid,Medium,52.0,,No,Yes,Excellent,,Stayed
11912871,54,Male,5,Education,11223,Poor,High,Low,0,No,75,PhD,Married,0,Entry,Small,45.0,No,No,No,Fair,,Left
135933,59,Female,1,Technology,11223,Fair,High,Low,3,Yes,75,Bachelor's Degree,Married,1,Entry,Medium,22.0,,No,No,Poor,,Stayed
15405303,30,Female,42,Education,3681,Poor,High,High,3,Yes,67,Associate Degree,Married,0,Entry,Medium,32.0,No,No,No,Good,,Stayed
3816417,46,Male,33,Technology,3681,Fair,High,Low,0,No,46,High School,Married,4,Entry,Large,93.0,Yes,No,No,Fair,,Stayed
10915924,59,Male,1,Education,3681,Fair,High,Average,2,No,75,Associate Degree,Married,4,Mid,Small,58.0,No,No,No,Fair,,Left
1168802,36,Male,1,Education,8730,Good,Medium,High,3,Yes,75,Master's Degree,Married,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
3762882,59,Male,1,Healthcare,11223,Excellent,Very High,Below Aver,2,No,75,High School,Married,0,Senior,Medium,71.0,No,No,No,Good,,Stayed
7552015,24,Male,30,Education,10397,Excellent,Very High,Low,2,No,12,High School,Married,4,Mid,Medium,42.0,No,No,No,Excellent,,Stayed
6912196,59,Female,26,Education,3681,Fair,Very High,Below Aver,0,Yes,29,Bachelor's Degree,Divorced,3,Entry,Small,47.0,No,No,Yes,Fair,,Stayed
11506838,24,Male,1,Technology,3681,Good,Medium,High,0,No,28,PhD,Married,3,Mid,Small,73.0,Yes,No,Yes,Excellent,,Stayed
9071028,42,Male,1,Education,10027,Good,High,Average,2,No,29,High School,Married,0,Mid,Medium,55.0,,No,Yes,Poor,,Stayed
9812253,34,Male,12,Finance,3681,Excellent,High,Average,0,No,75,Bachelor's Degree,Married,4,Mid,Medium,89.0,No,No,Yes,Poor,,Left
6779768,36,Male,41,Education,3681,Poor,High,Average,0,No,75,Bachelor's Degree,Married,4,Mid,Medium,21.0,No,No,No,Good,,Stayed
16405793,33,Male,20,Healthcare,8747,Excellent,High,Average,0,No,5,PhD,Married,0,Mid,Large,,No,No,No,Excellent,,Stayed
2710941,24,Male,14,Education,5461,Fair,High,High,3,No,5,Bachelor's Degree,Married,0,Entry,Small,87.0,No,No,Yes,Excellent,,Left
6014838,24,Female,1,Education,11223,Good,High,High,2,No,62,Master's Degree,Divorced,0,Entry,Medium,36.0,No,No,No,Good,,Stayed
14140773,28,Female,1,Education,8829,Poor,Very High,Average,0,Yes,62,Master's Degree,Married,0,Entry,Medium,48.0,No,No,No,Fair,,Stayed
7426677,28,Female,2,Technology,5162,Fair,Medium,High,2,Yes,75,High School,Married,0,Mid,Medium,56.0,No,No,No,Good,,Stayed
11641664,59,Male,30,Education,3681,Fair,High,Average,0,No,67,High School,Divorced,4,Entry,Medium,93.0,No,No,No,Good,,Stayed
10322402,59,Female,1,Education,11223,Fair,Medium,High,3,Yes,75,PhD,,4,Mid,Medium,31.0,No,No,No,Good,Yes,Stayed
10753996,59,Female,23,Education,3681,Good,Very High,Average,1,No,75,Bachelor's Degree,Married,0,Senior,Medium,59.0,No,No,Yes,Excellent,,Stayed
1893335,24,Female,1,Education,6790,Good,High,Low,3,No,75,High School,Married,0,Entry,Medium,34.0,,No,No,Good,,Stayed
15419740,24,Male,22,Education,3681,Excellent,High,Average,1,No,55,Associate Degree,Married,0,Senior,Medium,30.0,No,No,No,Fair,,Stayed
13300946,59,Male,5,Media,10298,Good,High,Average,0,No,8,Bachelor's Degree,Divorced,0,Mid,Medium,84.0,No,No,No,Fair,,Left
8841988,59,Female,26,Education,3681,Poor,Very High,Low,2,Yes,75,High School,Married,2,Mid,Medium,30.0,No,No,No,Fair,,Stayed
11616129,59,Male,4,Education,11223,Good,High,High,0,No,67,High School,Single,0,Mid,Small,21.0,Yes,No,No,Fair,,Stayed
687454,24,Female,15,Education,3681,Good,High,Low,1,No,75,PhD,Married,0,Entry,Medium,74.0,Yes,No,No,Fair,,Stayed
10532885,59,Male,1,Education,6743,Poor,High,Average,0,No,75,Associate Degree,Married,4,Senior,Medium,,No,No,No,Excellent,Yes,Left
14945355,24,Male,22,Healthcare,9093,Fair,High,Low,0,No,35,Bachelor's Degree,Divorced,1,Entry,Medium,74.0,No,No,No,Good,,Left
4563716,58,Male,17,Education,4137,Excellent,Medium,Below Aver,2,No,75,Associate Degree,,0,Mid,Medium,63.0,No,No,No,Fair,Yes,Stayed
15575844,24,Female,1,Education,5825,Fair,Very High,High,1,No,14,Associate Degree,,1,Entry,Large,38.0,No,No,No,Poor,,Stayed
4115910,38,Female,30,Media,4394,Poor,High,Low,3,No,75,Bachelor's Degree,Married,0,Senior,Small,68.0,Yes,No,No,Good,,Stayed
3032737,54,Female,1,Healthcare,5884,Fair,High,Average,1,Yes,75,PhD,Married,0,Mid,Medium,53.0,No,No,No,Excellent,,Stayed
8134426,33,Male,15,Education,3681,Poor,Medium,High,0,Yes,25,High School,Divorced,0,Mid,Medium,93.0,No,No,No,Fair,,Left
10841364,31,Female,20,Education,3681,Good,Medium,High,3,No,75,Associate Degree,Divorced,4,Mid,Small,21.0,,No,No,Good,,Stayed
1950154,47,Male,1,Education,3681,Fair,High,High,0,Yes,69,Bachelor's Degree,Single,4,Senior,Medium,30.0,No,No,No,Fair,,Stayed
14150592,34,Female,1,Technology,8037,Fair,Medium,Low,2,No,47,PhD,Single,4,Mid,Medium,57.0,No,No,No,Poor,,Stayed
6056660,24,Male,14,Healthcare,3681,Fair,High,High,3,No,39,High School,Divorced,0,Mid,Medium,,No,No,No,Poor,,Left
10251875,27,Female,1,Media,3681,Poor,High,Average,1,No,75,Master's Degree,Married,0,Mid,Medium,,No,No,No,Poor,,Stayed
16685781,44,Female,1,Media,7324,Poor,High,High,2,No,32,Bachelor's Degree,Married,0,Entry,Small,93.0,No,No,No,Good,Yes,Stayed
3966498,45,Male,44,Healthcare,11223,Poor,High,High,0,No,75,High School,Single,3,Mid,Medium,56.0,No,No,No,Good,,Stayed
2939890,30,Male,1,Healthcare,8966,Good,Medium,High,0,No,52,High School,Married,0,Mid,Small,64.0,No,No,No,Good,,Stayed
9631610,59,Female,1,Finance,5943,Fair,Very High,Below Aver,2,No,75,High School,Married,2,Entry,Large,93.0,No,No,No,Excellent,,Left
2643829,49,Male,1,Education,8904,Good,High,Below Aver,0,Yes,75,Bachelor's Degree,Single,4,Mid,Large,,No,No,No,Excellent,,Stayed
10332110,34,Male,16,Healthcare,5316,Fair,Very High,Average,3,No,21,Bachelor's Degree,Married,3,Entry,Small,,No,No,Yes,Fair,,Left
7394291,48,Male,17,Healthcare,8928,Fair,Medium,Average,1,No,75,High School,Divorced,0,Mid,Medium,31.0,No,No,No,Excellent,Yes,Stayed
5395289,24,Female,1,Finance,3681,Good,High,High,2,Yes,75,Bachelor's Degree,,0,Mid,Small,21.0,No,No,No,Excellent,Yes,Left
80411,51,Male,1,Education,11223,Excellent,High,Below Aver,3,No,75,Associate Degree,Married,4,Entry,Medium,49.0,Yes,No,No,Excellent,Yes,Left
13966189,56,Male,1,Education,11223,Fair,High,Below Aver,0,No,40,Bachelor's Degree,Single,0,Entry,Medium,60.0,No,No,No,Excellent,,Left
12390383,51,Male,26,Education,3681,Good,Very High,High,2,Yes,68,High School,Married,0,Entry,Small,39.0,No,No,No,Excellent,,Stayed
5618135,33,Male,28,Education,8069,Excellent,Very High,Average,1,Yes,58,Master's Degree,Married,0,Mid,Small,93.0,,No,No,Fair,,Stayed
13234912,30,Female,35,Healthcare,3681,Good,High,High,0,No,55,High School,,0,Entry,Medium,64.0,No,No,No,Poor,,Stayed
3325223,55,Female,1,Education,3708,Poor,High,High,0,Yes,41,Bachelor's Degree,Divorced,0,Mid,Medium,72.0,No,No,No,Good,,Left
11071084,59,Male,1,Education,11223,Fair,High,High,2,No,75,Bachelor's Degree,Divorced,4,Mid,Medium,46.0,No,No,No,Good,,Stayed
10405059,24,Male,7,Media,6343,Fair,High,Below Aver,0,Yes,15,Bachelor's Degree,Married,4,Mid,Small,93.0,No,No,Yes,Good,,Stayed
9055208,59,Male,7,Technology,3681,Fair,High,High,0,No,75,High School,Single,4,Mid,Medium,48.0,No,No,No,Good,,Left
15449760,59,Male,22,Education,4778,Poor,Medium,Low,0,No,75,High School,,3,Mid,Medium,50.0,,No,No,Fair,,Stayed
7216018,59,Female,8,Education,3681,Fair,High,Average,1,No,75,PhD,Divorced,4,Mid,Medium,84.0,No,No,No,Excellent,,Stayed
6529794,24,Female,1,Technology,7038,Good,Very High,High,3,Yes,75,High School,Married,1,Mid,Large,28.0,No,No,Yes,Excellent,,Stayed
10278579,44,Female,10,Finance,7367,Good,High,High,0,No,5,High School,Married,0,Mid,Medium,75.0,No,No,No,Good,,Stayed
9317179,24,Male,1,Technology,9468,Good,Very High,High,2,No,46,High School,Married,0,Entry,Medium,,No,No,No,Fair,,Left
1256370,45,Female,22,Healthcare,9519,Good,Very High,Low,0,No,5,High School,,4,Entry,Small,88.0,,No,No,Good,Yes,Stayed
328991,43,Male,2,Healthcare,11005,Fair,High,Low,0,No,5,Bachelor's Degree,Married,0,Mid,Medium,59.0,No,No,No,Fair,Yes,Stayed
10973919,24,Male,1,Education,11223,Poor,High,Average,3,Yes,75,High School,Married,0,Mid,Medium,73.0,Yes,No,No,Fair,,Stayed
4428404,44,Male,1,Education,10496,Poor,High,Below Aver,1,No,75,Master's Degree,,1,Senior,Small,85.0,No,No,No,Good,,Stayed
15522840,24,Female,38,Education,7196,Good,Very High,High,0,No,63,High School,Married,0,Mid,Small,21.0,,No,No,Fair,,Stayed
12416162,49,Female,3,Technology,10151,Fair,High,High,0,No,5,Master's Degree,Divorced,0,Mid,Large,85.0,No,No,No,Good,Yes,Stayed
12489293,24,Male,1,Media,7242,Excellent,High,Average,3,No,55,High School,Married,4,Mid,Medium,50.0,No,No,No,Good,,Stayed
13572043,59,Female,34,Technology,3681,Poor,High,Low,2,No,75,Bachelor's Degree,Married,1,Mid,Medium,76.0,No,No,No,Good,,Stayed
6442519,46,Male,18,Technology,5073,Good,High,Low,1,No,75,Associate Degree,Married,0,Senior,Medium,21.0,No,No,No,Good,,Stayed
11347973,30,Female,1,Finance,11223,Fair,Very High,High,0,No,75,Bachelor's Degree,Divorced,4,Entry,Medium,,No,No,No,Fair,,Stayed
6473157,24,Female,8,Healthcare,11223,Good,High,Low,3,Yes,62,High School,Divorced,0,Entry,Medium,56.0,No,No,No,Fair,,Left
9728960,24,Female,12,Healthcare,5517,Fair,High,High,0,No,30,High School,Married,0,Senior,Medium,21.0,,No,No,Good,,Stayed
9428688,24,Female,11,Technology,5933,Good,High,High,3,No,34,High School,Divorced,0,Entry,Small,93.0,No,No,Yes,Excellent,,Stayed
13770438,24,Female,1,Finance,7084,Excellent,High,Low,1,No,29,High School,Married,0,Entry,Medium,72.0,No,No,No,Fair,,Left
8641648,48,Female,1,Education,8738,Poor,Very High,High,0,Yes,5,Bachelor's Degree,Married,4,Mid,Medium,70.0,No,No,No,Good,,Stayed
14796577,59,Female,44,Finance,3681,Excellent,Medium,High,0,No,10,PhD,Divorced,0,Senior,Large,21.0,No,No,Yes,Fair,Yes,Stayed
6647252,24,Female,24,Technology,9749,Good,Very High,Low,0,Yes,38,High School,,3,Mid,Medium,21.0,No,No,No,Fair,Yes,Stayed
12938395,59,Male,1,Education,3681,Fair,Very High,Average,2,No,41,High School,Single,0,Mid,Medium,54.0,No,No,No,Good,,Stayed
5931965,59,Male,29,Education,3681,Excellent,High,Low,2,Yes,58,Associate Degree,Married,0,Entry,Large,57.0,No,No,Yes,Excellent,,Left
2587600,24,Male,1,Education,3681,Excellent,Very High,Low,3,No,75,Bachelor's Degree,Divorced,0,Mid,Medium,27.0,No,No,No,Fair,,Left
16511708,24,Male,15,Healthcare,3681,Good,High,Low,2,No,72,Master's Degree,Divorced,4,Entry,Small,21.0,,No,No,Good,,Stayed
6074739,59,Female,1,Media,3681,Good,Very High,High,0,No,22,Associate Degree,Married,1,Mid,Medium,53.0,No,No,No,Fair,,Stayed
14141441,47,Male,10,Education,6607,Good,High,High,0,Yes,56,Master's Degree,Married,0,Mid,Large,93.0,No,No,No,Fair,Yes,Stayed
8751838,44,Female,1,Education,3681,Fair,High,Average,3,No,43,Bachelor's Degree,,4,Mid,Medium,89.0,No,No,No,Fair,,Stayed
16300253,59,Male,12,Finance,5875,Good,High,Low,1,No,5,High School,,4,Mid,Medium,37.0,No,No,No,Good,,Stayed
5618952,30,Male,29,Education,3681,Fair,Medium,Low,0,Yes,39,PhD,Married,0,Entry,Large,53.0,No,No,No,Fair,Yes,Stayed
5054287,51,Female,14,Education,6446,Fair,High,Low,0,No,48,Master's Degree,,0,Senior,Large,,No,No,No,Fair,,Left
15694524,50,Female,33,Education,3681,Excellent,High,Average,0,No,36,High School,Married,0,Senior,Medium,84.0,No,No,No,Excellent,,Stayed
11448434,37,Female,2,Finance,4878,Excellent,Medium,Low,0,Yes,44,Master's Degree,Married,4,Senior,Medium,27.0,No,No,Yes,Good,,Stayed
8979426,59,Male,1,Media,11223,Excellent,Medium,Average,3,Yes,65,PhD,Married,0,Entry,Medium,80.0,No,No,No,Excellent,,Stayed
9276729,59,Male,44,Healthcare,3681,Poor,Very High,High,0,No,75,Master's Degree,,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
7078436,40,Male,7,Education,3681,Excellent,Very High,High,1,No,75,High School,Married,0,Mid,Medium,21.0,No,No,No,Good,,Stayed
2011054,59,Male,16,Media,3681,Fair,High,Average,0,No,75,PhD,Divorced,0,Mid,Medium,21.0,No,No,No,Excellent,Yes,Left
7098444,26,Male,23,Media,10534,Excellent,High,Average,0,No,61,High School,Married,1,Mid,Medium,47.0,No,No,No,Poor,,Stayed
12680284,59,Male,16,Healthcare,3681,Good,High,Low,0,Yes,61,Bachelor's Degree,Married,1,Senior,Medium,76.0,No,No,Yes,Fair,,Stayed
14994737,24,Female,4,Finance,10259,Good,Very High,Below Aver,0,No,47,PhD,Married,2,Senior,Small,93.0,No,No,No,Poor,,Stayed
1437231,54,Female,10,Finance,11223,Fair,High,Low,3,No,62,High School,,2,Mid,Medium,45.0,No,No,No,Poor,Yes,Stayed
9058662,59,Male,18,Education,10376,Good,High,Low,0,Yes,20,Master's Degree,Married,0,Senior,Medium,50.0,No,No,No,Fair,,Stayed
4454921,53,Male,1,Finance,8694,Fair,Very High,Average,0,No,74,PhD,Married,2,Entry,Small,46.0,No,No,No,Good,,Left
8036682,24,Female,1,Education,11223,Good,Medium,High,3,Yes,39,Associate Degree,Married,0,Mid,Medium,93.0,,No,No,Good,,Left
420834,30,Male,18,Technology,3681,Good,High,Average,3,No,75,Associate Degree,,0,Mid,Medium,67.0,No,No,No,Excellent,,Left
12485687,27,Female,22,Education,3681,Good,High,High,2,Yes,75,High School,Married,4,Senior,Medium,52.0,No,No,No,Fair,,Left
10374407,24,Male,4,Healthcare,9755,Fair,Very High,High,0,Yes,75,High School,Married,0,Mid,Large,21.0,No,No,No,Excellent,Yes,Stayed
15568191,59,Female,44,Healthcare,3681,Fair,Medium,High,2,No,75,High School,Married,1,Senior,Medium,93.0,No,No,No,Fair,,Stayed
15888110,59,Female,39,Healthcare,3681,Excellent,High,High,0,Yes,29,Bachelor's Degree,Single,4,Senior,Large,51.0,No,No,No,Poor,,Stayed
14426385,52,Female,1,Education,11223,Poor,High,Average,1,No,32,PhD,Married,0,Mid,Large,21.0,No,No,No,Excellent,,Stayed
258655,24,Female,10,Finance,6961,Excellent,High,High,0,Yes,5,Bachelor's Degree,Married,2,Mid,Medium,93.0,No,No,No,Good,,Stayed
1060268,41,Female,9,Healthcare,9397,Poor,Very High,Average,3,No,75,Associate Degree,Single,0,Mid,Medium,93.0,No,No,No,Good,,Left
16419581,41,Male,34,Healthcare,5312,Excellent,High,Low,3,No,73,Bachelor's Degree,,2,Mid,Large,73.0,No,No,No,Good,,Stayed
16607386,55,Male,15,Healthcare,3681,Poor,Medium,Low,0,Yes,51,High School,Married,0,Entry,Small,27.0,No,No,No,Good,Yes,Stayed
13675489,40,Male,1,Technology,6418,Fair,Very High,Low,0,No,74,High School,Divorced,0,Mid,Medium,21.0,No,No,No,Fair,,Left
4944841,24,Male,33,Healthcare,7736,Good,Very High,Average,1,No,71,High School,Married,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
14649174,34,Female,1,Education,3681,Good,High,Average,2,No,75,High School,Married,0,Mid,Medium,62.0,No,No,No,Fair,,Stayed
16681495,36,Male,32,Education,4175,Fair,High,Low,3,Yes,56,High School,Divorced,0,Mid,Small,48.0,No,No,No,Excellent,Yes,Left
5839888,35,Male,25,Education,3681,Good,Medium,High,2,No,5,Bachelor's Degree,Married,0,Entry,Medium,21.0,No,No,Yes,Fair,,Stayed
9336050,24,Male,1,Education,3681,Fair,Very High,Average,0,No,37,Bachelor's Degree,Divorced,1,Mid,Medium,78.0,No,No,No,Fair,,Left
5683897,24,Female,4,Education,8512,Fair,High,Average,3,No,44,High School,Married,0,Entry,Medium,74.0,,No,Yes,Good,,Stayed
4196529,24,Male,1,Education,7929,Poor,High,Low,0,No,49,Master's Degree,,3,Entry,Large,35.0,No,No,No,Fair,,Stayed
6668705,24,Male,12,Education,8739,Good,High,High,3,No,16,High School,Married,0,Mid,Medium,82.0,,No,No,Fair,,Stayed
16214248,49,Male,1,Education,9313,Poor,High,Low,0,Yes,61,Master's Degree,Married,4,Senior,Medium,58.0,No,No,No,Good,,Stayed
6442723,35,Female,1,Healthcare,4509,Fair,High,High,0,Yes,61,Bachelor's Degree,Married,4,Mid,Small,,No,No,No,Fair,,Stayed
1161076,57,Female,31,Healthcare,8182,Good,High,High,0,Yes,30,Associate Degree,Single,0,Entry,Small,60.0,No,No,No,Fair,,Left
9880531,59,Male,9,Healthcare,9268,Fair,High,Average,1,Yes,22,High School,Single,4,Mid,Medium,53.0,No,No,No,Poor,,Left
6200121,59,Female,1,Education,3681,Good,Very High,Low,2,Yes,54,Bachelor's Degree,Married,4,Mid,Medium,54.0,No,No,No,Poor,,Stayed
1219640,59,Female,1,Education,7363,Good,Very High,Below Aver,1,No,70,High School,Married,4,Mid,Medium,77.0,No,No,No,Fair,,Stayed
12789908,59,Female,28,Healthcare,3681,Excellent,Medium,Below Aver,0,Yes,5,Master's Degree,Married,0,Senior,Small,42.0,No,No,No,Fair,,Stayed
3509079,34,Male,1,Education,9817,Good,High,Low,1,No,24,Master's Degree,,1,Entry,Medium,30.0,No,No,No,Excellent,,Stayed
9806550,48,Male,14,Education,3681,Fair,High,High,0,No,60,Master's Degree,Married,0,Senior,Medium,,No,No,No,Fair,,Stayed
10040350,24,Female,5,Education,9016,Good,Very High,High,1,No,75,High School,Married,0,Entry,Medium,56.0,Yes,No,No,Good,,Left
13119183,59,Male,1,Education,3681,Fair,High,Average,1,No,75,Bachelor's Degree,Single,0,Mid,Medium,67.0,No,No,No,Good,,Left
4251417,43,Female,28,Education,3681,Excellent,Very High,High,0,Yes,16,PhD,Married,3,Entry,Medium,93.0,No,No,No,Good,,Left
16648,26,Male,37,Media,3681,Fair,High,Low,2,No,74,Associate Degree,Divorced,2,Mid,Medium,48.0,No,No,No,Fair,,Stayed
10910017,59,Female,19,Finance,3681,Fair,Medium,High,1,No,75,High School,Married,0,Entry,Small,31.0,No,No,No,Excellent,,Left
4042966,49,Male,27,Education,3681,Good,High,High,1,No,5,Bachelor's Degree,Single,4,Mid,Medium,93.0,No,No,No,Poor,,Stayed
9752712,59,Male,12,Healthcare,11223,Good,Very High,Low,0,No,75,High School,Married,2,Entry,Medium,56.0,No,No,No,Fair,,Stayed
576474,59,Female,1,Healthcare,10916,Good,High,Below Aver,0,No,75,High School,Married,1,Mid,Medium,21.0,No,No,No,Fair,,Stayed
426838,28,Male,32,Education,3823,Poor,High,High,1,No,73,High School,Married,1,Entry,Large,62.0,,No,No,Good,,Stayed
8417191,59,Male,1,Education,4634,Poor,High,Below Aver,2,No,75,Bachelor's Degree,Married,2,Entry,Medium,77.0,No,No,No,Poor,,Stayed
8462455,45,Male,1,Technology,11223,Good,Very High,Low,0,Yes,75,Master's Degree,Married,0,Mid,Medium,93.0,No,No,No,Fair,Yes,Left
6254523,33,Female,1,Education,3681,Excellent,High,Average,3,Yes,23,High School,Married,2,Mid,Medium,,No,No,No,Good,,Stayed
7445130,59,Female,13,Education,3681,Good,Medium,Average,0,No,9,Bachelor's Degree,,4,Mid,Small,,No,No,No,Poor,,Stayed
14036134,24,Female,39,Education,3681,Good,High,Low,1,Yes,75,Bachelor's Degree,Single,4,Entry,Medium,46.0,,No,No,Fair,,Left
1925325,59,Male,20,Education,5438,Fair,High,Average,1,No,66,High School,Divorced,4,Mid,Medium,80.0,No,No,No,Good,,Left
6259049,58,Female,34,Education,3681,Excellent,Very High,Below Aver,0,No,37,Bachelor's Degree,Divorced,0,Entry,Medium,21.0,No,No,No,Fair,,Left
13376157,59,Male,6,Finance,3681,Poor,Medium,Low,2,No,17,Master's Degree,Married,0,Entry,Medium,40.0,No,No,No,Good,,Stayed
15424682,29,Male,12,Education,3681,Excellent,Very High,High,3,Yes,63,PhD,Divorced,3,Entry,Medium,64.0,Yes,No,No,Fair,,Left
16455051,50,Female,1,Education,3681,Poor,Very High,High,1,No,75,Master's Degree,Single,2,Entry,Medium,84.0,No,No,No,Good,,Left
7631055,59,Male,22,Media,9967,Poor,Medium,High,1,Yes,42,High School,Married,4,Entry,Medium,57.0,Yes,No,No,Good,,Stayed
4457042,39,Male,17,Education,3681,Fair,Medium,Average,0,No,75,High School,Divorced,2,Senior,Small,91.0,No,No,Yes,Fair,Yes,Stayed
3435364,28,Female,1,Education,11223,Good,High,High,2,No,15,High School,Married,3,Mid,Medium,43.0,No,No,No,Fair,Yes,Stayed
3973229,24,Male,14,Education,9524,Fair,Very High,High,1,Yes,75,Master's Degree,Married,0,Mid,Medium,92.0,No,No,No,Fair,,Stayed
11035662,59,Male,1,Education,11223,Fair,Very High,High,0,No,75,High School,Married,0,Entry,Medium,71.0,,No,No,Excellent,,Stayed
4319667,32,Male,15,Education,8508,Good,Medium,High,0,No,62,Master's Degree,Divorced,2,Entry,Large,31.0,No,No,Yes,Good,,Stayed
6376758,24,Female,28,Education,6122,Good,High,High,1,Yes,56,Master's Degree,Married,0,Mid,Medium,88.0,No,No,Yes,Fair,,Stayed
3318349,24,Male,5,Technology,9602,Good,Medium,Below Aver,2,Yes,63,Master's Degree,Divorced,0,Senior,Medium,93.0,No,No,No,Fair,,Stayed
1370431,24,Female,7,Education,3681,Excellent,High,High,0,No,68,PhD,Divorced,1,Senior,Medium,55.0,No,No,No,Poor,Yes,Left
2409828,31,Male,1,Education,3681,Fair,High,Below Aver,2,Yes,37,High School,,0,Mid,Small,21.0,,No,No,Fair,,Left
