Employee ID;Age;Gender;Education;Job Role;Monthly Income;Work-Life Balance;Job Satisfaction;Performance Rating;Number of Projects;Overtime;Distance From Home;Education Category;Marital Status;Num Job Switches;Company Size;Company Level;Remote Work;Leadership Skill;Innovation Skill;Company Relationship;Employee Involvement;Attrition
30189;4;Technology;1055;Good;High;2;;No;1;MasterM;Married;17;Entry;Small;0;No;No;No;Good;Stayed
49330;18;Male;7;Education;493;Excellent;High;1;;Yes;1;BachelorM;Single;6;Mid;Small;0;No;No;No;Fair;Left
2759;24;Female;8;Education;6427;Excellent;High;2;;No;1;Associate C;Married;1;Mid;Small;85;No;No;No;Good;Left
57755;27;Female;8;Technology;10570;Good;High;1;;No;1;Associate C;Married;0;Senior;Small;11;No;No;No;Good;Stayed
73000;33;Female;1;Finance;8753;Good;High;0;;No;88;High School;Single;0;Mid;Small;0;No;No;No;Good;Stayed
28854;37;Female;7;Media;8097;Good;High;0;;No;1;Associate C;Married;0;Senior;Small;0;Yes;No;No;Excellent;Stayed
58929;31;Female;8;Healthcare;822;Good;High;0;;Yes;1;PhD;Married;6;Entry;Medium;0;No;No;No;Good;Stayed
2422;4;Finance;3403;Good;High;1;;No;1;MasterM;Single;97;Entry;Small;0;No;No;No;Good;Left
81959;56;Male;40;Healthcare;878;Good;High;0;;Yes;1;MasterM;Married;3;Mid;Large;81;No;No;No;Good;Stayed
64781;40;Male;11;Education;6798;Fair;High;0;;No;1;Associate C;Married;0;Mid;Small;0;No;No;No;Good;Stayed
49862;23;Female;10;Healthcare;680;Good;High;0;;No;1;Associate C;Married;51;Senior;Small;0;No;No;No;Good;Left
14744;46;Female;1;Healthcare;8521;Good;High;0;;Yes;1;Associate C;Married;95;Entry;Small;0;Yes;No;No;Good;Stayed
41600;23;Female;9;Education;3166;Good;High;0;;No;1;High School;Married;1;Entry;Medium;77;No;No;No;Good;Left
51144;45;Male;24;Healthcare;9157;Fair;High;0;;No;1;MasterM;Married;26;Entry;Medium;0;No;No;No;Good;Stayed
50820;48;Female;23;Education;4300;Good;High;0;;No;1;BachelorM;Married;98;Entry;Small;25;No;No;No;Fair;Stayed
17211;2;Education;6021;Excellent;High;1;;No;1;High School;Married;1;Entry;Medium;0;No;No;No;Good;Stayed
25317;19;Female;1;Healthcare;583;Good;High;0;;No;1;MasterM;Married;67;Entry;Small;0;No;No;No;Good;Left
53375;19;Female;2;Media;8655;Excellent;Very High;0;;No;1;MasterM;Single;1;Entry;Medium;17;No;No;No;Good;Stayed
26139;18;Male;13;Education;395;Good;High;0;;No;1;PhD;Single;2;Mid;Medium;0;No;No;No;Good;Left
62080;45;Male;5;Technology;11573;Poor;High;0;;No;1;Associate C;Married;24;Mid;Medium;0;No;No;No;Excellent;Left
21570;41;Male;5;Technology;11573;Poor;High;0;;No;1;Associate C;Married;24;Mid;Medium;0;No;No;No;Excellent;Left
65026;36;Male;7;Education;5050;Good;High;1;;No;27;High School;Single;2;Entry;Medium;0;No;No;No;Excellent;Left
50820;48;Female;23;Education;4300;Good;High;0;;No;1;BachelorM;Married;98;Entry;Small;74;No;No;No;Fair;Stayed
7714;29;Female;15;Technology;5165;Good;Average;0;;Yes;1;MasterM;Married;0;Mid;Small;0;No;No;No;Fair;Stayed
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
29363;43;Male;15;Technology;928;Good;High;1;;No;1;MasterM;Married;77;Entry;Small;0;No;No;No;Good;Stayed
41481;34;Male;13;Technology;928;Good;High;1;;No;1;MasterM;Married;77;Entry;Small;0;No;No;No;Good;Stayed
29363;43;Male;15;Technology;928;Good;High;1;;No;1;MasterM;Married;77;Entry;Small;0;No;No;No;Good;Stayed
54104;28;Male;3;Finance;8673;Excellent;High;0;;No;1;Associate C;Single;1;Entry;Large;0;No;No;No;Good;Left
41481;34;Male;13;Technology;928;Good;High;1;;No;1;MasterM;Married;77;Entry;Small;0;No;No;No;Good;Stayed
10709;45;Female;7;Education;3403;Good;High;0;;No;1;Associate C;Married;62;Entry;Small;0;No;No;No;Good;Stayed
64805;38;Female;4;Finance;831;Low;Low;2;;No;8;BachelorM;Single;4;Entry;Small;0;No;No;No;Good;Stayed
64805;38;Female;4;Finance;831;Low;Low;2;;No;8;BachelorM;Single;4;Entry;Small;0;No;No;No;Good;Stayed
49694;39;Male;2;Healthcare;7704;Excellent;High;3;;No;1;BachelorM;Married;62;Entry;Small;0;No;No;No;Good;Left
14045;18;Male;10;Media;5843;Good;High;0;;No;1;Associate C;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
3688;44;Female;24;Technology;9827;Poor;High;0;;No;1;MasterM;Divorced;0;Entry;Medium;0;No;No;No;Fair;Stayed
3688;44;Female;24;Technology;9827;Poor;High;0;;No;1;MasterM;Divorced;0;Entry;Medium;0;No;No;No;Fair;Stayed
24172;18;Male;2;Healthcare;8564;Fair;High;0;;No;1;BachelorM;Single;12;Entry;Medium;0;No;No;No;Good;Left
28980;34;Male;6;Healthcare;8884;Excellent;High;0;;No;1;Associate C;Single;74;Entry;Small;21;No;No;No;Excellent;Stayed
62811;44;Male;11;Education;4021;Good;High;2;;No;1;BachelorM;Single;1;Entry;Medium;0;No;No;No;Fair;Left
23689;30;Female;3;Technology;1096;Fair;High;0;;No;1;Associate C;Married;2;Entry;Medium;0;No;No;No;Good;Left
69565;38;Male;1;Finance;7840;Poor;Very High;0;;No;1;Associate C;Single;1;Mid;Medium;0;Yes;No;No;Poor;Left
45111;52;Female;34;Technology;6670;Fair;High;1;;No;1;Associate C;Single;50;Associate C;Married;0;Mid;Small;0;No;No;No;Good;Stayed
37598;51;Male;42;Media;2625;Good;High;2;;Yes;1;MasterM;Married;3;Mid;Medium;0;Yes;No;No;Poor;Stayed
46506;23;Male;2;Technology;809;Fair;High;1;;No;23;High School;Divorced;1;Senior;Medium;0;No;No;No;Good;Stayed
18;46;Female;29;Media;8990;Excellent;High;1;;Yes;1;High School;Married;98;Mid;Small;0;Yes;No;No;Good;Left
27466;19;Male;5;Technology;8990;Excellent;High;1;;Yes;1;High School;Married;98;Mid;Small;102;No;No;No;Good;Left
31345;44;Female;19;Finance;9332;Fair;High;1;;No;1;BachelorM;Single;0;Entry;Small;0;No;No;No;Good;Stayed
72989;46;Female;1;Healthcare;7561;Good;High;0;;Yes;1;BachelorM;Single;63;Entry;Small;0;No;No;No;Good;Left
1084;42;Male;39;Media;5953;Good;Low;1;;No;1;MasterM;Single;15;Mid;Medium;0;No;No;No;Poor;Stayed
42564;29;Female;19;Technology;10;Good;High;0;;No;1;MasterM;Married;78;Entry;Small;0;No;No;No;Good;Stayed
19559;27;Male;10;Media;6400;Good;Average;0;;No;1;BachelorM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
14844;23;Female;16;Technology;610;Good;High;1;;No;1;High School;Married;1;Entry;Medium;0;No;No;No;Good;Stayed
8976;27;Female;7;Media;7503;Good;High;0;;Yes;1;Associate C;Married;11;Mid;Small;0;Yes;Yes;No;Good;Left
14776;24;Male;10;Education;5615;Good;High;2;;No;1;High School;Married;20;Mid;Small;0;No;No;No;Poor;Stayed
14724;24;Male;10;Education;5615;Good;High;2;;No;1;High School;Married;20;Mid;Small;0;No;No;No;Poor;Stayed
14045;18;Male;10;Media;5843;Good;High;0;;No;1;Associate C;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
19559;27;Male;10;Media;6400;Good;Average;0;;No;1;BachelorM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
12049;36;Female;16;Finance;7608;Fair;High;3;;Yes;1;BachelorM;Married;43;Entry;Small;79;No;No;No;Good;Stayed
38350;41;Female;24;Healthcare;7944;Poor;Medium;0;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Stayed
15077;56;Male;24;Healthcare;6665;Excellent;High;2;;No;1;BachelorM;Divorced;2;Mid;Medium;0;No;No;No;Good;Stayed
15556;44;Male;34;Technology;8492;Fair;High;0;;Yes;1;BachelorM;Married;86;Entry;Small;87;No;No;No;Poor;Left
73787;35;Female;25;Technology;10200;Good;High;2;;No;1;Associate C;Married;59;Mid;Medium;0;Yes;No;No;Good;Stayed
73811;35;Female;25;Technology;10200;Good;High;2;;No;1;Associate C;Married;59;Mid;Medium;0;Yes;No;No;Good;Stayed
58872;38;Female;13;Healthcare;8730;Fair;High;0;;No;1;Associate C;Married;72;Entry;Small;0;No;No;No;Good;Stayed
53410;18;Male;30;Healthcare;6777;Good;High;0;;Yes;1;High School;Married;71;MasterM;Married;1;Entry;Medium;45;No;No;No;Good;Stayed
69565;38;Male;1;Finance;7840;Poor;Very High;0;;No;1;Associate C;Single;1;Mid;Medium;0;Yes;No;No;Poor;Left
29040;44;Female;11;Education;9056;Poor;High;1;;No;1;MasterM;Married;62;Entry;Small;0;No;No;No;Good;Stayed
59440;21;Male;4;Education;6410;Good;High;0;;No;1;BachelorM;Married;63;Mid;Small;56;No;No;No;Good;Left
72276;45;Female;17;Media;6168;Good;High;1;;No;1;Associate C;Single;59;Mid;Medium;95;No;No;No;Excellent;Left
69226;34;Female;18;Technology;10061;Fair;High;1;;No;1;Associate C;Married;0;Mid;Medium;0;No;No;No;Excellent;Stayed
33058;21;Male;11;Education;5357;Excellent;High;2;;No;1;BachelorM;Married;3;Mid;Medium;0;No;No;No;Good;Stayed
463;27;Female;10;Education;5761;Excellent;High;1;;Yes;1;BachelorM;Married;42;Entry;Large;18;No;No;No;Good;Left
83;27;Female;4;Media;5662;Poor;High;0;;Yes;1;Associate C;Married;4;Senior;Small;0;No;No;No;Good;Left
20221;26;Female;4;Technology;7823;Good;High;1;;No;10;High School;Married;0;Senior;Small;0;No;No;No;Good;Stayed
33648;21;Female;31;Finance;6250;Good;High;1;;Yes;1;MasterM;Single;0;Mid;Small;34;No;No;No;Fair;Left
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
30500;22;Female;28;Media;852;Good;High;0;;No;1;Associate C;Married;0;Mid;Small;0;No;No;No;Excellent;Stayed
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
45869;26;Female;14;Education;920;Fair;Average;2;;No;1;PhD;Married;75;Entry;Medium;60;No;No;No;Good;Stayed
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
20822;36;Female;29;Education;4272;Excellent;High;2;;Yes;1;BachelorM;Married;33;Mid;Small;114;No;No;No;Good;Left
30610;24;Male;11;Finance;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
29533;36;Female;13;Technology;8790;Good;Very High;1;;Yes;1;BachelorM;Married;4;Mid;Medium;0;No;No;No;Good;Stayed
28636;24;Male;11;Healthcare;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
30500;22;Female;28;Media;852;Good;High;0;;No;1;Associate C;Married;0;Mid;Small;0;No;No;No;Excellent;Stayed
14969;34;Male;2;Healthcare;7704;Excellent;High;3;;No;1;Associate C;Married;20;Associate C;Married;38;Mid;Small;77;No;No;No;Good;Left
14045;18;Male;10;Media;5843;Good;High;0;;No;1;Associate C;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
47515;43;Male;32;Healthcare;9363;Excellent;High;1;;Yes;1;BachelorM;Married;88;Mid;Medium;0;Yes;Yes;No;Good;Stayed
54772;41;Male;33;Technology;6743;Good;High;0;;No;1;Associate C;Single;1;Mid;Small;0;No;No;No;Good;Left
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
57096;26;Male;17;Media;6523;Good;High;2;;Yes;28;BachelorM;Single;0;Entry;Small;23;Yes;No;No;Good;Left
30828;53;Male;33;Finance;6780;Excellent;High;1;;No;1;MasterM;Married;86;Entry;Small;79;No;No;No;Good;Stayed
30828;53;Male;33;Finance;6780;Excellent;High;1;;No;1;MasterM;Married;86;Entry;Small;79;No;No;No;Good;Stayed
13475;23;Male;3;Technology;8753;Good;High;1;;No;1;BachelorM;Married;0;Entry;Small;0;No;No;No;Good;Stayed
20402;30;Female;14;Education;495;Good;High;0;;Yes;1;High School;Married;45;Mid;Small;82;No;No;No;Good;Stayed
37679;51;Female;11;Healthcare;7340;Excellent;High;0;;No;1;MasterM;Married;4;Entry;Medium;0;No;No;No;Good;Stayed
65026;36;Male;7;Education;5050;Good;High;1;;No;27;High School;Single;2;Entry;Medium;0;No;No;No;Excellent;Left
28636;24;Male;11;Healthcare;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
56433;51;Female;16;Technology;9951;Good;High;0;;No;1;BachelorM;Single;0;Mid;Small;47;No;No;No;Fair;Stayed
50650;33;Female;1;Finance;7840;Good;High;0;;Yes;1;MasterM;Married;13;Entry;Small;0;Yes;Yes;No;Poor;Left
29533;36;Female;13;Technology;8790;Good;Very High;1;;Yes;1;BachelorM;Married;4;Mid;Medium;0;No;No;No;Good;Stayed
10894;41;Male;1;Technology;1026;Good;High;1;;No;1;High School;Single;1;Entry;Small;0;No;No;No;Good;Stayed
18054;28;Female;1;Education;3350;Excellent;High;0;;No;1;High School;Single;0;Entry;Large;20;No;No;No;Good;Left
37964;22;Female;10;Technology;9773;Excellent;High;1;;No;1;Associate C;Married;33;Entry;Medium;62;No;No;No;Good;Stayed
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
43193;21;Female;10;Healthcare;7987;Fair;Average;0;;No;1;MasterM;Single;1;Entry;Large;0;Yes;No;No;High;Stayed
67223;47;Female;11;Education;4021;Good;High;2;;No;1;BachelorM;Married;60;Associate C;Married;2;Entry;Medium;0;No;No;No;Good;Left
37598;51;Male;42;Media;2625;Good;High;2;;Yes;1;MasterM;Married;3;Mid;Medium;0;Yes;No;No;Poor;Stayed
48753;48;Male;2;Media;5963;Excellent;High;2;;Yes;1;BachelorM;Married;76;Entry;Small;15;No;No;No;Good;Stayed
33010;26;Female;16;Finance;660;Good;High;2;;No;1;Associate C;Married;2;Mid;Small;0;No;No;No;Good;Left
13475;23;Male;3;Technology;8753;Good;High;1;;No;1;BachelorM;Married;0;Entry;Small;0;No;No;No;Good;Stayed
68576;45;Female;34;Finance;8330;Excellent;High;0;;Yes;1;Associate C;Married;4;Mid;Medium;91;Yes;No;No;Good;Stayed
28854;37;Female;7;Media;8097;Good;High;0;;No;1;Associate C;Married;0;Senior;Small;0;Yes;No;No;Excellent;Stayed
42750;42;Female;29;Finance;1050;Good;High;0;;Yes;1;BachelorM;Single;26;Entry;Small;0;Yes;Yes;No;Good;Left
74973;17;Female;23;Media;5983;Excellent;Very High;1;;Yes;1;MasterM;Divorced;3;Entry;Small;0;No;No;No;Good;Stayed
63852;36;Female;12;Technology;10531;Good;High;0;;No;1;MasterM;Married;21;Entry;Small;0;No;No;No;Good;Stayed
74189;36;Male;12;Technology;10531;Good;High;0;;No;1;MasterM;Married;21;Entry;Small;0;No;No;No;Good;Stayed
38350;41;Female;24;Healthcare;7944;Poor;Medium;0;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Stayed
61196;31;Male;10;Finance;9096;Poor;High;2;;Yes;1;BachelorM;Married;12;Entry;Small;0;No;No;No;Good;Stayed
66741;23;Male;10;Education;808;Fair;High;3;;No;1;MasterM;Married;67;Entry;Small;58;No;No;No;Excellent;Stayed
6184;26;Male;11;Education;8203;Fair;High;0;;No;1;Associate C;Married;3;Entry;Medium;57;No;No;No;Good;Stayed
24035;52;Male;12;Healthcare;8017;Good;High;2;;Yes;1;MasterM;Married;20;Associate C;Married;3;Mid;Medium;93;No;No;No;Fair;Stayed
31492;58;Female;36;Healthcare;8347;Excellent;High;2;;Yes;1;BachelorM;Married;94;Associate C;Married;0;Mid;Small;0;Yes;Yes;No;Fair;Stayed
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
35084;25;Female;13;Education;383;Fair;High;1;;No;1;BachelorM;Single;29;Entry;Small;0;No;No;No;Poor;Left
31187;25;Female;24;Healthcare;8549;Fair;High;1;;No;1;BachelorM;Married;0;Senior;Small;29;No;No;No;Fair;Stayed
46229;44;Female;18;Technology;10238;Poor;High;0;;Yes;1;MasterM;Divorced;44;Mid;Medium;0;No;No;No;Good;Stayed
68729;49;Male;24;Finance;9150;Good;High;0;;No;1;MasterM;Married;88;Entry;Small;0;No;No;No;Good;Stayed
59908;22;Male;1;Technology;1004;Good;High;0;;No;1;MasterM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
4540;22;Female;4;Technology;1096;Fair;High;2;;No;1;PhD;Single;2;Mid;Medium;0;No;No;No;Good;Left
38350;41;Female;24;Healthcare;7944;Poor;Medium;0;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Stayed
68353;27;Male;12;Healthcare;7825;Poor;Very High;0;;Yes;1;BachelorM;Married;8;Senior;Large;0;Yes;No;No;Poor;Left
37598;51;Male;42;Media;2625;Good;High;2;;Yes;1;MasterM;Married;3;Mid;Medium;0;Yes;No;No;Poor;Stayed
19559;27;Male;10;Media;6400;Good;Average;0;;No;1;BachelorM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
9559;42;Male;26;Technology;8113;Good;Medium;1;;No;1;High School;Married;82;Mid;Small;0;No;No;No;Good;Stayed
39933;36;Male;19;Technology;10452;Fair;High;1;;No;1;High School;Married;19;Mid;Small;0;No;No;No;Good;Stayed
39933;36;Male;19;Technology;10452;Fair;High;1;;No;1;High School;Married;19;Mid;Small;0;No;No;No;Good;Stayed
51951;25;Female;24;Education;495;Good;High;2;;No;1;Associate C;Divorced;53;Entry;Small;0;No;No;No;Good;Stayed
50541;25;Female;24;Education;495;Good;High;2;;No;1;Associate C;Divorced;53;Entry;Small;0;No;No;No;Good;Stayed
44230;18;Male;4;Technology;893;Fair;High;0;;No;1;BachelorM;Married;12;Entry;Medium;14;No;No;No;Good;Stayed
35084;25;Female;13;Education;383;Fair;High;1;;No;1;BachelorM;Single;29;Entry;Small;0;No;No;No;Poor;Left
19559;27;Male;10;Media;6400;Good;Average;0;;No;1;BachelorM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
44230;18;Male;4;Technology;893;Fair;High;0;;No;1;BachelorM;Married;12;Entry;Medium;14;No;No;No;Good;Stayed
32797;18;Male;4;Technology;7377;Fair;High;0;;Yes;1;BachelorM;Single;66;Entry;Small;0;No;No;No;Good;Stayed
19559;27;Male;10;Media;6400;Good;Average;0;;No;1;BachelorM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
39933;36;Male;19;Technology;10452;Fair;High;1;;No;1;High School;Married;19;Mid;Small;0;No;No;No;Good;Stayed
71701;35;Female;24;Technology;7107;Good;Low;2;;No;1;BachelorM;Married;64;Entry;Small;0;No;No;No;Good;Stayed
16681;27;Female;8;Education;6203;Fair;High;0;;No;1;Associate C;Married;4;Senior;Small;0;No;No;No;Fair;Stayed
19944;41;Male;11;Education;810;Good;High;1;;No;1;BachelorM;Married;0;Entry;Small;0;No;No;No;Good;Stayed
36811;44;Male;18;Education;10704;Fair;High;0;;No;1;MasterM;Married;80;MasterM;Single;1;Mid;Medium;0;No;No;No;Good;Left
61973;49;Female;27;Education;10704;Fair;High;0;;Yes;1;Associate C;Married;1;Entry;Medium;47;No;No;No;Good;Stayed
3708;44;Female;12;Education;6977;Excellent;High;1;;No;1;Associate C;Single;3;Mid;Small;0;No;No;No;Excellent;Stayed
4304;43;Male;11;Education;7962;Fair;Average;0;;No;1;MasterM;Married;2;Entry;Small;0;No;No;No;Good;Stayed
9559;42;Male;26;Technology;8113;Good;Medium;1;;No;1;High School;Married;82;Mid;Small;0;No;No;No;Good;Stayed
41271;45;Female;7;Healthcare;7053;Poor;Average;0;;No;1;MasterM;Married;1;Entry;Medium;0;No;No;No;Good;Stayed
10310;38;Male;14;Education;1057;Good;High;1;;No;1;Associate C;Divorced;2;Entry;Medium;0;No;No;No;Good;Stayed
17737;28;Male;3;Technology;9561;Good;Medium;2;;No;69;High School;Married;0;Entry;Medium;0;No;No;No;Fair;Stayed
76520;39;Male;1;Healthcare;10274;Excellent;High;0;;No;1;BachelorM;Married;56;Mid;Small;111;No;No;No;Excellent;Left
43974;43;Male;19;Technology;7343;Good;High;0;;No;1;High School;Married;70;Mid;Small;0;No;No;No;Good;Left
12259;31;Male;11;Media;518;Good;Low;2;;No;2;BachelorM;Single;2;Senior;Small;0;No;No;No;Excellent;Left
21565;22;Male;1;Healthcare;8756;Poor;High;1;;Yes;1;BachelorM;Single;4;Entry;Medium;0;Yes;No;No;Good;Stayed
72936;21;Male;6;Technology;7700;Fair;High;0;;No;1;PhD;Single;1;Entry;Medium;69;No;No;No;Good;Stayed
65026;36;Male;7;Education;5050;Good;High;1;;No;27;High School;Single;2;Entry;Medium;0;No;No;No;Excellent;Left
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
68364;41;Female;11;Education;4451;Good;High;0;;No;1;Associate C;Married;2;Senior;Medium;0;No;No;No;Excellent;Left
51951;25;Female;24;Education;495;Good;High;2;;No;1;Associate C;Divorced;53;Entry;Small;0;No;No;No;Good;Stayed
66832;47;Male;29;Education;9746;Poor;High;0;;Yes;1;High School;Married;35;Associate C;Married;0;Mid;Small;100;No;No;No;Fair;Stayed
50040;38;Female;16;Technology;8988;Good;High;1;;No;1;High School;Married;10;Entry;Small;0;No;No;No;Poor;Stayed
67148;43;Female;41;Education;10001;Good;High;3;;No;1;High School;Married;70;Entry;Small;0;Yes;Yes;No;Poor;Stayed
57096;26;Male;17;Media;6523;Good;High;2;;Yes;28;BachelorM;Single;0;Entry;Small;23;Yes;No;No;Good;Left
17730;28;Male;3;Technology;9561;Good;Medium;2;;Yes;69;High School;Married;0;Entry;Medium;0;No;No;No;Fair;Stayed
33390;50;Male;3;Technology;874;Good;Low;0;;Yes;1;BachelorM;Divorced;63;Entry;Small;0;No;No;No;Good;Stayed
58170;38;Female;6;Education;383;Good;High;1;;No;1;PhD;Married;3;Mid;Small;0;No;No;No;Good;Left
318;31;Male;21;Education;383;Good;High;1;;No;1;PhD;Married;3;Mid;Small;0;No;No;No;Good;Left
71346;38;Female;24;Technology;8462;Good;High;0;;Yes;1;BachelorM;Married;91;BachelorM;Divorced;30;Mid;Small;0;No;No;No;Good;Left
4203;26;Female;1;Education;4305;Fair;High;1;;Yes;1;Associate C;Married;55;High School;Married;1;Entry;Small;0;No;No;No;Good;Stayed
60738;18;Male;27;Education;583;Good;High;0;;No;1;Associate C;Single;1;Mid;Small;0;No;No;No;Fair;Stayed
13890;40;Female;19;Media;5992;Fair;High;0;;No;1;BachelorM;Divorced;4;Mid;Small;0;No;No;No;Good;Left
20731;38;Female;24;Healthcare;8549;Fair;High;0;;No;1;Associate C;Single;57;Associate C;Married;0;Mid;Medium;0;No;No;No;Good;Stayed
70881;30;Female;12;Technology;102;Fair;High;0;;Yes;1;BachelorM;Single;0;Mid;Small;0;No;No;No;Good;Stayed
32073;38;Female;11;Healthcare;9450;Good;High;1;;No;1;PhD;Single;0;Entry;Medium;0;No;No;No;Fair;Stayed
33566;33;Female;5;Technology;8477;Good;High;2;;Yes;1;BachelorM;Single;6;Entry;Medium;0;Yes;Yes;No;Good;Stayed
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
52211;48;Female;27;Technology;10693;Good;High;0;;No;1;Associate C;Divorced;0;Mid;Small;0;No;No;No;Good;Left
58777;35;Female;2;Education;1057;Excellent;High;1;;No;1;BachelorM;Divorced;0;Mid;Medium;0;Yes;No;No;Fair;Stayed
37598;51;Male;42;Media;2625;Good;High;2;;Yes;1;MasterM;Married;3;Mid;Medium;0;Yes;No;No;Poor;Stayed
72936;21;Male;6;Technology;7700;Fair;High;0;;No;1;PhD;Single;1;Entry;Medium;69;No;No;No;Good;Stayed
68136;23;Male;28;Media;599;Good;High;2;;No;1;Associate C;Married;0;Mid;Small;0;No;No;No;Good;Left
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
19559;27;Male;10;Media;6400;Good;Average;0;;No;1;BachelorM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
17961;18;Male;2;Finance;1266;Fair;High;2;;No;1;BachelorM;Married;99;Mid;Small;0;No;No;No;Good;Stayed
23028;46;Female;1;Healthcare;6400;Good;High;0;;No;1;MasterM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
20000;44;Female;27;Education;4793;Good;High;2;;Yes;1;Associate C;Married;75;Entry;Small;0;No;No;No;Good;Stayed
25020;54;Male;38;Healthcare;7107;Good;Very High;0;;No;1;PhD;Married;39;Mid;Small;0;No;No;No;Good;Stayed
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
46506;23;Male;2;Technology;809;Fair;High;1;;No;23;High School;Divorced;1;Senior;Medium;0;No;No;No;Good;Stayed
63050;46;Male;20;Healthcare;9233;Good;High;0;;No;1;High School;Married;57;High School;Single;10;Entry;Small;0;No;No;No;Good;Left
50040;38;Female;16;Technology;8988;Good;High;1;;No;1;High School;Married;10;Entry;Small;0;No;No;No;Poor;Stayed
6200;54;Male;42;Finance;10006;Good;High;0;;No;1;MasterM;Married;1;Senior;Small;0;Yes;No;No;Good;Stayed
4141;55;Female;33;Education;3759;Fair;High;1;;Yes;1;High School;Single;20;Mid;Small;0;No;No;No;Good;Stayed
67096;19;Female;7;Education;4102;Good;High;0;;No;1;BachelorM;Married;82;Entry;Small;0;No;No;No;Good;Left
17009;51;Male;41;Healthcare;8753;Good;High;2;;No;1;MasterM;Divorced;3;Mid;Small;0;No;No;No;Good;Stayed
60086;47;Male;22;Finance;11552;Excellent;High;2;;Yes;1;Associate C;Married;56;Associate C;Married;0;Mid;Medium;0;No;No;No;Fair;Stayed
67930;47;Male;36;Finance;8849;Fair;High;1;;No;1;BachelorM;Married;73;BachelorM;Married;0;Mid;Medium;0;No;No;No;Good;Stayed
67096;19;Female;7;Education;4102;Good;High;0;;No;1;BachelorM;Married;82;Entry;Small;0;No;No;No;Good;Left
59432;58;Female;19;Technology;7633;Very High;Average;0;;No;1;MasterM;Divorced;2;Mid;Medium;0;Yes;Yes;No;Poor;Stayed
33881;44;Male;23;Media;6284;Fair;High;0;;Yes;1;Associate C;Single;69;Associate C;Single;3;Entry;Medium;0;No;No;No;Very High;Stayed
4904;43;Male;18;Education;7962;Fair;Average;0;;No;1;MasterM;Married;2;Entry;Small;0;No;No;No;Good;Stayed
50040;38;Female;16;Technology;8988;Good;High;1;;No;1;High School;Married;10;Entry;Small;0;No;No;No;Poor;Stayed
64805;38;Female;4;Finance;831;Low;Low;2;;No;8;BachelorM;Single;4;Entry;Small;0;No;No;No;Good;Stayed
57227;33;Female;14;Technology;11742;Fair;High;1;;No;1;MasterM;Married;0;Mid;Small;0;No;No;No;Excellent;Left
31919;37;Male;19;Healthcare;8155;Good;High;0;;No;1;PhD;Single;0;Entry;Medium;0;No;No;No;Good;Stayed
37598;51;Male;42;Media;2625;Good;High;2;;Yes;1;MasterM;Married;3;Mid;Medium;0;Yes;No;No;Poor;Stayed
50335;50;Male;26;Education;495;Good;High;2;;No;1;Associate C;Divorced;53;Entry;Small;0;No;No;No;Good;Stayed
